age,first_device_type,gender,signup_app,signup_method,Month_name,month_looking,children,signup_location,Continent
39,Windows Desktop,FEMALE,Web,basic,Sep,Jan,1,Europe,North America
34,Mac Desktop,FEMALE,Web,facebook,Sep,Nov,3,Europe,North America
31,Windows Desktop,FEMALE,Web,facebook,Sep,Jul,1,Europe,North America
40,Mac Desktop,MALE,Web,facebook,Sep,Jan,4,Australia,North America
39,Mac Desktop,MALE,Web,facebook,Sep,Apr,5,Europe,North America
45,Windows Desktop,FEMALE,Web,facebook,Sep,Sep,5,North America,Europe
37,Mac Desktop,FEMALE,Web,basic,Sep,Jul,5,North America,North America
32,Mac Desktop,MALE,Web,basic,Sep,Feb,2,North America,North America
34,Mac Desktop,FEMALE,Web,basic,Sep,Nov,0,Europe,North America
29,Mac Desktop,MALE,Moweb,basic,Sep,Apr,5,Australia,North America
25,iPhone,FEMALE,Web,basic,Sep,Sep,4,North America,North America
34,iPad,FEMALE,iOS,facebook,Sep,Apr,1,Europe,North America
34,Mac Desktop,MALE,Web,basic,Sep,Sep,3,Europe,North America
45,iPad,MALE,Web,facebook,Sep,Aug,2,North America,North America
27,Mac Desktop,MALE,Web,basic,Sep,Jun,2,Europe,North America
36,Mac Desktop,MALE,Web,basic,Sep,Jul,3,Europe,North America
35,Mac Desktop,FEMALE,Web,basic,Sep,Apr,0,North America,North America
35,Windows Desktop,FEMALE,Web,facebook,Sep,Jan,2,North America,Europe
37,Windows Desktop,FEMALE,Web,facebook,Sep,Oct,0,North America,North America
56,Windows Desktop,MALE,Web,basic,Sep,Dec,3,Europe,North America
55,Windows Desktop,MALE,Web,facebook,Sep,Dec,0,North America,Europe
39,iPhone,FEMALE,Web,basic,Sep,Oct,1,North America,Europe
29,Mac Desktop,FEMALE,Web,basic,Sep,Mar,4,North America,North America
44,Windows Desktop,MALE,Web,facebook,Sep,Aug,2,Europe,North America
33,Mac Desktop,FEMALE,Web,facebook,Sep,Nov,3,Australia,Europe
30,Windows Desktop,MALE,Web,facebook,Sep,Dec,0,North America,Europe
33,Mac Desktop,FEMALE,Web,basic,Sep,Dec,4,Europe,North America
62,Mac Desktop,FEMALE,Web,basic,Sep,Nov,3,Europe,North America
42,Mac Desktop,FEMALE,Web,facebook,Sep,Apr,0,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Sep,Aug,5,Europe,North America
23,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,4,Europe,North America
40,Mac Desktop,MALE,Web,basic,Sep,Sep,4,Europe,Europe
35,Mac Desktop,MALE,Web,basic,Sep,Jun,3,North America,North America
29,Windows Desktop,MALE,Web,facebook,Sep,Oct,4,North America,North America
27,Mac Desktop,MALE,Web,facebook,Sep,Mar,0,Australia,Europe
40,Windows Desktop,MALE,Web,facebook,Sep,Apr,1,Europe,North America
28,Mac Desktop,MALE,Web,facebook,Sep,Jun,3,Europe,North America
31,Mac Desktop,MALE,Web,facebook,Sep,Oct,3,North America,North America
29,Mac Desktop,FEMALE,Web,facebook,Sep,Dec,1,Australia,North America
59,Windows Desktop,FEMALE,Web,basic,Sep,Oct,2,North America,Europe
34,Mac Desktop,FEMALE,Web,basic,Sep,Nov,2,North America,North America
27,Windows Desktop,MALE,Web,basic,Sep,Oct,3,North America,North America
36,iPad,FEMALE,Web,facebook,Sep,Sep,5,North America,North America
32,Windows Desktop,FEMALE,Web,facebook,Sep,Nov,3,North America,North America
53,Windows Desktop,FEMALE,Web,facebook,Sep,Dec,2,Europe,North America
26,Mac Desktop,MALE,Web,basic,Sep,May,3,Europe,North America
33,Windows Desktop,MALE,iOS,basic,Sep,Oct,0,North America,North America
49,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,0,North America,North America
27,Windows Desktop,FEMALE,Web,basic,Sep,May,5,North America,North America
37,Mac Desktop,MALE,Web,facebook,Sep,Jan,1,Australia,Europe
30,Mac Desktop,MALE,Web,basic,Sep,Apr,2,North America,North America
32,Mac Desktop,MALE,Web,facebook,Sep,Feb,4,North America,Europe
34,Windows Desktop,MALE,Web,basic,Sep,Nov,3,Europe,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,Jul,5,North America,North America
50,Mac Desktop,MALE,Web,basic,Sep,Jan,1,Europe,North America
30,Windows Desktop,MALE,Web,facebook,Sep,Jan,3,Europe,Europe
25,Mac Desktop,FEMALE,Web,basic,Sep,Mar,1,North America,Europe
23,Windows Desktop,MALE,Web,facebook,Sep,Jul,2,North America,North America
23,Mac Desktop,FEMALE,Web,basic,Sep,Nov,1,North America,North America
37,Mac Desktop,MALE,Web,basic,Sep,Mar,0,Europe,North America
46,Mac Desktop,MALE,Web,facebook,Sep,May,2,North America,North America
41,Mac Desktop,MALE,Web,facebook,Sep,Aug,3,Europe,North America
30,Mac Desktop,MALE,Web,facebook,Sep,Sep,4,North America,North America
25,Windows Desktop,FEMALE,Web,facebook,Sep,Mar,1,North America,North America
42,iPhone,FEMALE,Web,facebook,Sep,Nov,0,North America,North America
30,Mac Desktop,MALE,Web,facebook,Sep,Jul,4,North America,North America
46,Desktop (Other),MALE,Web,basic,Sep,Feb,0,North America,North America
27,iPad,FEMALE,Web,facebook,Sep,Jul,3,Australia,North America
56,Windows Desktop,MALE,Web,basic,Sep,Sep,1,Europe,Europe
29,Windows Desktop,FEMALE,Web,basic,Sep,Mar,2,Australia,North America
43,Desktop (Other),MALE,Web,facebook,Sep,Jul,0,Europe,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Jul,0,Europe,North America
43,Windows Desktop,MALE,Web,basic,Sep,Dec,2,North America,North America
26,Mac Desktop,FEMALE,Web,basic,Sep,May,2,Australia,North America
50,Android Tablet,FEMALE,Web,basic,Sep,Jan,2,Europe,Europe
29,Mac Desktop,FEMALE,Web,facebook,Sep,Jun,4,Europe,North America
29,Mac Desktop,MALE,Web,basic,Sep,Apr,5,North America,North America
30,Mac Desktop,MALE,Web,basic,Sep,Jan,0,Europe,North America
34,Mac Desktop,MALE,Web,basic,Sep,Oct,2,North America,North America
31,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,2,Europe,North America
31,Mac Desktop,MALE,Web,basic,Sep,Mar,1,Europe,North America
37,Mac Desktop,FEMALE,Web,basic,Sep,Jun,0,Europe,North America
43,Mac Desktop,FEMALE,Web,basic,Sep,Oct,2,Europe,North America
31,Mac Desktop,FEMALE,Web,facebook,Sep,Nov,5,Europe,Europe
27,Mac Desktop,FEMALE,Web,basic,Sep,Jun,3,Europe,North America
48,Mac Desktop,MALE,Web,facebook,Sep,Jul,4,North America,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Jan,4,Europe,North America
58,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,0,North America,North America
45,Windows Desktop,MALE,Web,facebook,Sep,Jun,5,Europe,North America
44,Mac Desktop,FEMALE,Web,basic,Sep,Oct,3,Europe,North America
27,Mac Desktop,FEMALE,Web,facebook,Sep,Aug,0,North America,North America
38,Windows Desktop,FEMALE,Moweb,basic,Sep,Jul,5,North America,Europe
62,Mac Desktop,FEMALE,Web,basic,Sep,Feb,1,Europe,Europe
42,Windows Desktop,MALE,Web,basic,Sep,Sep,0,North America,North America
40,Mac Desktop,MALE,Web,facebook,Sep,Aug,2,Europe,North America
55,iPad,FEMALE,Web,basic,Sep,Aug,5,North America,North America
34,Mac Desktop,FEMALE,Web,basic,Sep,Mar,5,North America,North America
30,Windows Desktop,MALE,Web,facebook,Sep,Oct,4,North America,North America
48,Windows Desktop,MALE,Web,basic,Sep,Dec,1,Europe,North America
36,Windows Desktop,FEMALE,Web,basic,Sep,Jun,4,North America,North America
55,Windows Desktop,MALE,Web,facebook,Sep,Sep,2,Europe,North America
64,Mac Desktop,MALE,Web,basic,Sep,May,5,Europe,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Mar,0,Europe,North America
26,Windows Desktop,FEMALE,Web,facebook,Sep,Feb,0,North America,North America
30,Windows Desktop,MALE,Web,basic,Sep,May,5,Europe,North America
29,iPad,MALE,Moweb,basic,Sep,Oct,1,North America,North America
68,iPad,FEMALE,Moweb,basic,Sep,Jun,5,North America,North America
44,Mac Desktop,MALE,Web,basic,Sep,Apr,1,North America,North America
49,Windows Desktop,MALE,Web,facebook,Sep,May,0,Europe,North America
34,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,5,North America,North America
39,Windows Desktop,MALE,Web,basic,Sep,Jun,2,North America,North America
32,iPad,MALE,Web,facebook,Sep,Feb,5,North America,Europe
79,Mac Desktop,FEMALE,Web,basic,Sep,Nov,1,Europe,Europe
33,Windows Desktop,FEMALE,Web,basic,Sep,Feb,3,Europe,Australia
23,Mac Desktop,FEMALE,Web,basic,Sep,Nov,5,Europe,Europe
33,Mac Desktop,MALE,Web,facebook,Sep,Jun,0,Europe,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Jul,4,Europe,North America
35,Mac Desktop,MALE,Web,facebook,Sep,Jul,2,North America,North America
33,Mac Desktop,FEMALE,Web,basic,Sep,Jan,1,North America,North America
25,Mac Desktop,FEMALE,Web,basic,Sep,Dec,4,Europe,Europe
56,Windows Desktop,MALE,Web,basic,Sep,May,1,Europe,North America
33,Mac Desktop,FEMALE,Web,facebook,Sep,Apr,5,Australia,Europe
33,Windows Desktop,FEMALE,Web,facebook,Sep,Sep,4,Europe,North America
69,Windows Desktop,MALE,Web,basic,Sep,Jun,3,Europe,North America
65,Windows Desktop,MALE,Web,basic,Sep,Feb,4,North America,North America
26,Mac Desktop,MALE,Web,facebook,Sep,Jul,0,Europe,North America
24,Windows Desktop,FEMALE,Web,basic,Sep,Jan,5,Europe,North America
31,Mac Desktop,FEMALE,Web,basic,Sep,Apr,1,North America,North America
45,Mac Desktop,FEMALE,Web,basic,Sep,Sep,2,Europe,North America
33,Mac Desktop,FEMALE,Web,basic,Sep,Nov,1,North America,Europe
26,Windows Desktop,FEMALE,Web,facebook,Sep,Jan,2,Australia,North America
59,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,5,North America,North America
35,Mac Desktop,MALE,Web,facebook,Sep,Sep,0,North America,North America
42,Mac Desktop,MALE,Web,facebook,Sep,Jan,3,North America,Europe
34,Mac Desktop,FEMALE,Web,basic,Sep,Oct,4,North America,North America
64,Mac Desktop,FEMALE,Web,basic,Sep,Jan,3,Australia,North America
29,Mac Desktop,FEMALE,Web,basic,Sep,Jan,0,North America,North America
40,Mac Desktop,MALE,Web,facebook,Sep,Feb,5,North America,North America
29,Windows Desktop,FEMALE,Web,facebook,Sep,Sep,1,North America,Europe
25,Windows Desktop,FEMALE,Web,basic,Sep,Mar,0,North America,North America
30,Mac Desktop,MALE,Web,basic,Sep,May,4,Europe,North America
88,Windows Desktop,FEMALE,Web,facebook,Sep,Jul,3,North America,North America
30,Windows Desktop,FEMALE,Web,basic,Sep,Dec,0,North America,North America
34,Windows Desktop,MALE,Web,basic,Sep,Dec,2,Europe,North America
35,Mac Desktop,MALE,Web,basic,Sep,Aug,0,North America,North America
42,Windows Desktop,FEMALE,Web,facebook,Sep,Feb,0,North America,North America
56,Mac Desktop,MALE,Web,basic,Sep,Nov,0,North America,Europe
30,Windows Desktop,FEMALE,Web,facebook,Sep,Jul,4,Europe,North America
27,Mac Desktop,MALE,Web,facebook,Sep,Oct,0,North America,North America
33,Windows Desktop,MALE,Web,basic,Sep,Dec,1,North America,North America
42,Mac Desktop,MALE,Web,basic,Sep,Jan,0,Europe,North America
47,Windows Desktop,MALE,Web,facebook,Sep,Jul,0,North America,North America
49,Mac Desktop,FEMALE,Web,basic,Sep,Sep,1,Europe,North America
30,Windows Desktop,FEMALE,Web,basic,Sep,Jul,0,North America,North America
30,Mac Desktop,MALE,Web,basic,Sep,Aug,2,North America,North America
33,Windows Desktop,MALE,Web,facebook,Sep,Feb,4,Europe,North America
30,Mac Desktop,FEMALE,Web,basic,Sep,Nov,3,North America,North America
54,Mac Desktop,MALE,Web,basic,Sep,May,5,Europe,North America
18,iPad,MALE,Web,basic,Sep,Mar,3,North America,North America
28,Windows Desktop,FEMALE,Web,basic,Sep,Jun,5,Australia,North America
34,iPad,FEMALE,Web,facebook,Sep,Sep,5,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Sep,Feb,1,Europe,North America
45,Windows Desktop,MALE,Web,facebook,Sep,Oct,2,Europe,North America
52,Mac Desktop,MALE,Web,basic,Sep,Dec,1,North America,North America
25,Windows Desktop,MALE,Moweb,facebook,Sep,Apr,5,Australia,North America
44,iPad,FEMALE,Web,basic,Sep,Jul,3,Europe,North America
81,Desktop (Other),MALE,Web,facebook,Sep,Jul,0,Europe,North America
37,Mac Desktop,FEMALE,Web,basic,Sep,Dec,0,Europe,Europe
28,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,1,Europe,North America
51,iPad,MALE,Web,basic,Sep,Jan,2,North America,North America
25,Mac Desktop,FEMALE,Web,basic,Sep,Jan,4,North America,North America
45,Mac Desktop,FEMALE,Web,facebook,Sep,Oct,4,North America,Europe
39,Mac Desktop,FEMALE,Web,facebook,Sep,May,2,Europe,North America
26,Windows Desktop,FEMALE,Moweb,basic,Sep,Sep,5,Europe,North America
37,Mac Desktop,MALE,Web,facebook,Sep,Oct,0,Europe,North America
36,Windows Desktop,MALE,Moweb,facebook,Sep,Apr,1,Europe,North America
33,Windows Desktop,MALE,Web,basic,Sep,Jul,1,North America,Europe
34,Windows Desktop,MALE,Web,basic,Sep,Dec,5,North America,Europe
37,Windows Desktop,FEMALE,Web,basic,Sep,Sep,3,North America,North America
33,iPad,MALE,Web,basic,Sep,Nov,3,North America,North America
46,Mac Desktop,MALE,Web,basic,Sep,Jun,3,North America,North America
33,Windows Desktop,FEMALE,Web,basic,Sep,Feb,0,Europe,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Jan,0,Europe,North America
40,Mac Desktop,MALE,Web,facebook,Sep,Dec,0,Europe,North America
69,Mac Desktop,FEMALE,Web,basic,Sep,Jun,4,Europe,North America
37,Windows Desktop,MALE,Web,basic,Sep,Jun,1,North America,North America
27,Windows Desktop,FEMALE,Moweb,facebook,Sep,Nov,4,North America,North America
29,Mac Desktop,FEMALE,Web,basic,Sep,Aug,0,North America,North America
18,Windows Desktop,FEMALE,Web,basic,Sep,Apr,1,Australia,Europe
31,Mac Desktop,MALE,iOS,facebook,Sep,Dec,3,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Sep,May,3,Europe,North America
32,Windows Desktop,FEMALE,Web,basic,Sep,Nov,5,Europe,Europe
29,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,5,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,Oct,0,Europe,North America
34,Mac Desktop,MALE,Web,facebook,Sep,Sep,2,North America,North America
46,Windows Desktop,MALE,Web,basic,Sep,Oct,5,North America,North America
24,Mac Desktop,MALE,Web,basic,Sep,Mar,1,Europe,Europe
29,Mac Desktop,FEMALE,Web,basic,Sep,Feb,0,North America,North America
30,Mac Desktop,FEMALE,Web,basic,Sep,Sep,3,Europe,North America
47,Windows Desktop,FEMALE,Web,basic,Sep,Jan,5,North America,North America
34,Windows Desktop,FEMALE,Web,basic,Sep,Nov,5,Europe,Europe
60,Mac Desktop,FEMALE,Web,basic,Sep,Jul,2,North America,North America
31,Mac Desktop,MALE,Web,facebook,Sep,Jul,3,Australia,North America
27,Windows Desktop,FEMALE,Web,basic,Sep,Feb,5,North America,North America
27,Mac Desktop,FEMALE,Web,basic,Sep,Apr,3,Europe,North America
31,Mac Desktop,FEMALE,Web,basic,Sep,Jul,4,Europe,Europe
38,Mac Desktop,MALE,Web,facebook,Sep,Jan,2,North America,North America
27,Mac Desktop,MALE,Web,basic,Sep,Sep,0,Europe,North America
60,iPad,FEMALE,Web,basic,Sep,Jul,1,Europe,North America
37,Mac Desktop,MALE,Web,basic,Sep,Nov,4,Europe,North America
35,Mac Desktop,FEMALE,Web,basic,Sep,Jul,0,Europe,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,Feb,1,Europe,Australia
25,Mac Desktop,MALE,Web,facebook,Sep,Mar,2,Europe,North America
27,Windows Desktop,FEMALE,Web,facebook,Sep,Oct,1,Australia,North America
35,Windows Desktop,MALE,Web,basic,Sep,May,0,North America,North America
25,Windows Desktop,FEMALE,Web,facebook,Sep,Jan,4,North America,North America
51,Windows Desktop,MALE,Web,basic,Sep,Jun,0,Europe,North America
22,Windows Desktop,MALE,Web,basic,Sep,Feb,2,North America,North America
31,Windows Desktop,MALE,Moweb,facebook,Sep,Jan,5,North America,Europe
58,Mac Desktop,FEMALE,Web,basic,Sep,Jun,5,North America,North America
33,Android Phone,FEMALE,Android,basic,Sep,Sep,1,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,May,3,Europe,North America
40,Windows Desktop,FEMALE,Web,facebook,Sep,Jan,0,North America,North America
29,iPad,MALE,Web,facebook,Sep,Nov,0,North America,North America
29,Windows Desktop,MALE,Web,facebook,Sep,Sep,2,North America,North America
36,Mac Desktop,MALE,Web,facebook,Sep,Feb,1,Australia,North America
37,Mac Desktop,MALE,Web,basic,Sep,Jan,2,North America,North America
45,Mac Desktop,MALE,Web,basic,Sep,Apr,1,Europe,North America
37,Mac Desktop,MALE,Web,facebook,Sep,May,4,North America,North America
34,Windows Desktop,FEMALE,Web,basic,Sep,Jan,0,North America,North America
67,Mac Desktop,MALE,Web,basic,Sep,Jul,5,Europe,North America
29,Mac Desktop,FEMALE,Web,facebook,Sep,Dec,1,Europe,North America
47,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,0,North America,North America
25,Mac Desktop,MALE,Web,basic,Sep,Feb,5,Europe,North America
31,Mac Desktop,FEMALE,Web,basic,Sep,Apr,0,Europe,North America
26,Windows Desktop,FEMALE,Web,basic,Sep,Oct,5,Europe,North America
30,Mac Desktop,MALE,Web,facebook,Sep,Sep,4,Europe,North America
46,Mac Desktop,FEMALE,Web,basic,Sep,Mar,4,Europe,North America
51,Mac Desktop,FEMALE,Web,facebook,Sep,Aug,0,North America,North America
59,Windows Desktop,FEMALE,Web,basic,Sep,Mar,2,Europe,North America
30,Mac Desktop,MALE,Web,facebook,Sep,May,0,North America,North America
29,Android Phone,MALE,Web,basic,Sep,Jul,1,Europe,North America
45,Mac Desktop,MALE,iOS,facebook,Sep,Oct,0,North America,North America
29,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,3,North America,Europe
33,Mac Desktop,MALE,Web,basic,Sep,Nov,4,North America,North America
40,Windows Desktop,MALE,Web,basic,Sep,Dec,0,Europe,North America
53,Mac Desktop,MALE,Web,facebook,Sep,May,4,Europe,North America
27,Windows Desktop,MALE,Web,basic,Sep,Dec,3,Europe,North America
37,Windows Desktop,MALE,Web,basic,Sep,Oct,0,North America,North America
25,iPad,FEMALE,Web,basic,Sep,Jun,1,Europe,Europe
37,Mac Desktop,MALE,Web,facebook,Sep,Dec,3,North America,North America
30,Mac Desktop,FEMALE,Web,facebook,Sep,Jul,5,North America,North America
33,Mac Desktop,MALE,iOS,basic,Sep,Apr,1,North America,North America
39,Windows Desktop,MALE,Web,basic,Sep,Nov,0,North America,North America
61,Mac Desktop,FEMALE,Web,basic,Sep,Jan,2,Europe,North America
55,Mac Desktop,MALE,Web,basic,Sep,Jun,2,Europe,North America
57,Mac Desktop,FEMALE,Web,basic,Sep,Apr,4,North America,North America
33,Windows Desktop,MALE,Web,basic,Sep,Feb,1,North America,North America
34,iPad,MALE,Web,basic,Sep,Aug,0,Europe,North America
48,Mac Desktop,MALE,Web,facebook,Sep,Apr,4,North America,North America
32,Windows Desktop,FEMALE,Web,basic,Sep,Jan,2,Australia,Europe
29,Windows Desktop,FEMALE,Web,basic,Sep,Aug,3,Europe,North America
35,Mac Desktop,FEMALE,Web,facebook,Sep,Feb,5,North America,North America
33,Windows Desktop,FEMALE,Web,basic,Sep,Apr,4,North America,North America
39,Windows Desktop,MALE,Web,facebook,Sep,Nov,4,Australia,North America
30,iPad,FEMALE,Web,basic,Sep,Jun,4,North America,North America
78,Mac Desktop,MALE,Web,facebook,Sep,Sep,3,Europe,Europe
44,Mac Desktop,FEMALE,Web,basic,Sep,Jul,1,Europe,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,Jan,5,Europe,Europe
25,Mac Desktop,MALE,Web,basic,Sep,Apr,5,North America,North America
43,Windows Desktop,MALE,Web,facebook,Sep,Feb,3,Europe,North America
30,Mac Desktop,FEMALE,Moweb,basic,Sep,Sep,5,Europe,North America
53,Mac Desktop,FEMALE,Web,basic,Sep,Jul,3,North America,North America
31,Mac Desktop,FEMALE,Web,basic,Sep,Jul,2,North America,Europe
39,Windows Desktop,FEMALE,Web,basic,Sep,Jun,0,North America,North America
36,iPad,MALE,Web,basic,Sep,Jun,5,Europe,North America
39,Mac Desktop,MALE,Web,basic,Sep,Jul,3,North America,North America
32,Mac Desktop,MALE,Web,basic,Sep,Sep,1,Europe,North America
56,Windows Desktop,MALE,Web,basic,Sep,Nov,5,Europe,North America
29,Mac Desktop,FEMALE,Web,facebook,Sep,Feb,4,North America,North America
33,Mac Desktop,MALE,Web,basic,Sep,Jul,3,Europe,Europe
44,Windows Desktop,FEMALE,Web,facebook,Sep,Apr,0,Europe,North America
46,Mac Desktop,MALE,Web,basic,Sep,Jul,1,Europe,North America
25,Mac Desktop,FEMALE,Moweb,facebook,Sep,Nov,3,Europe,North America
33,Mac Desktop,FEMALE,Web,facebook,Sep,Mar,2,Europe,North America
26,Mac Desktop,MALE,Web,basic,Sep,May,5,North America,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Feb,0,Australia,North America
32,Mac Desktop,MALE,Web,basic,Sep,Jan,5,North America,North America
30,Windows Desktop,FEMALE,Moweb,basic,Sep,Dec,0,North America,North America
31,Windows Desktop,MALE,Web,facebook,Sep,Apr,3,North America,North America
38,Mac Desktop,FEMALE,Web,facebook,Sep,Jul,1,North America,North America
40,Mac Desktop,MALE,Web,basic,Sep,Sep,5,North America,North America
70,Mac Desktop,FEMALE,Web,basic,Sep,Feb,0,North America,North America
46,Mac Desktop,MALE,Web,facebook,Sep,Nov,5,Europe,Europe
44,iPad,FEMALE,Web,facebook,Sep,Nov,5,Europe,Europe
41,Mac Desktop,MALE,Web,facebook,Sep,Mar,4,North America,Australia
21,Mac Desktop,MALE,Web,basic,Sep,Dec,0,Europe,North America
18,Mac Desktop,FEMALE,Web,basic,Sep,Sep,2,North America,North America
37,Mac Desktop,MALE,Web,facebook,Sep,Feb,1,North America,North America
74,Windows Desktop,FEMALE,Web,basic,Sep,Mar,3,North America,North America
38,Mac Desktop,MALE,Web,facebook,Sep,Apr,2,Europe,North America
30,Mac Desktop,FEMALE,Web,basic,Sep,Jan,2,North America,North America
36,Mac Desktop,MALE,Web,basic,Sep,Sep,4,North America,North America
32,Windows Desktop,MALE,Web,basic,Sep,Aug,1,North America,North America
33,Mac Desktop,MALE,Web,facebook,Sep,Dec,0,North America,North America
32,Mac Desktop,FEMALE,Web,basic,Sep,Jul,3,North America,Australia
50,Mac Desktop,FEMALE,Web,basic,Sep,Mar,3,North America,Europe
33,Windows Desktop,MALE,Web,facebook,Sep,Jun,5,Europe,North America
42,Mac Desktop,FEMALE,Web,facebook,Sep,Dec,0,North America,North America
30,Mac Desktop,MALE,Web,basic,Sep,Jul,1,Australia,North America
53,Mac Desktop,FEMALE,Web,basic,Sep,Sep,2,North America,North America
35,Mac Desktop,FEMALE,Web,facebook,Sep,Apr,2,North America,North America
33,Windows Desktop,FEMALE,Web,basic,Sep,Jun,2,Europe,North America
23,Mac Desktop,FEMALE,Web,facebook,Sep,Jul,3,Europe,North America
65,Mac Desktop,FEMALE,Web,basic,Sep,Dec,0,Australia,North America
38,Mac Desktop,MALE,Web,facebook,Sep,Feb,1,North America,North America
37,Mac Desktop,FEMALE,Web,facebook,Sep,Sep,2,Europe,North America
37,Mac Desktop,MALE,Web,facebook,Sep,May,3,Europe,North America
44,Windows Desktop,FEMALE,Web,basic,Sep,Aug,5,Europe,North America
32,Mac Desktop,FEMALE,Web,facebook,Sep,May,0,North America,North America
45,Mac Desktop,FEMALE,Web,basic,Sep,Aug,5,Europe,North America
41,Android Phone,FEMALE,Web,basic,Sep,Nov,0,Europe,North America
34,Windows Desktop,FEMALE,Web,facebook,Sep,Jun,3,Australia,North America
24,Mac Desktop,FEMALE,Web,basic,Sep,Jul,4,Europe,North America
54,Windows Desktop,FEMALE,Web,basic,Sep,Feb,4,North America,Europe
43,Mac Desktop,MALE,Moweb,facebook,Sep,Jan,2,Europe,North America
37,Mac Desktop,MALE,Web,facebook,Sep,Aug,5,North America,Europe
36,Mac Desktop,MALE,Web,basic,Sep,Apr,3,North America,North America
56,Mac Desktop,FEMALE,Web,facebook,Sep,Mar,0,Europe,Europe
53,Mac Desktop,MALE,iOS,facebook,Sep,Feb,3,North America,North America
27,Windows Desktop,MALE,Web,facebook,Sep,Aug,5,North America,North America
44,Windows Desktop,MALE,Web,basic,Sep,May,3,North America,North America
44,Mac Desktop,FEMALE,Web,facebook,Sep,Oct,1,North America,Europe
40,Windows Desktop,FEMALE,Web,facebook,Sep,Apr,4,North America,North America
30,Mac Desktop,MALE,Web,basic,Sep,Jul,0,Europe,North America
32,Mac Desktop,MALE,Web,basic,Sep,Jan,4,Europe,North America
65,Windows Desktop,FEMALE,Web,facebook,Sep,Dec,4,North America,North America
68,Mac Desktop,FEMALE,Web,facebook,Sep,Jan,2,North America,Europe
58,Mac Desktop,FEMALE,Web,basic,Sep,Apr,5,Europe,North America
26,Windows Desktop,FEMALE,Web,facebook,Sep,Aug,5,Europe,North America
40,Mac Desktop,MALE,Web,basic,Sep,Oct,1,Europe,North America
39,Windows Desktop,FEMALE,Web,facebook,Sep,Sep,0,Europe,North America
28,Mac Desktop,MALE,Web,facebook,Sep,Nov,4,Europe,North America
61,Mac Desktop,FEMALE,Web,basic,Sep,Feb,3,North America,North America
33,Windows Desktop,MALE,Web,facebook,Sep,Dec,2,North America,North America
37,Mac Desktop,FEMALE,Web,basic,Sep,Jul,1,North America,Europe
37,Mac Desktop,FEMALE,Web,basic,Sep,Nov,4,Europe,North America
43,Mac Desktop,MALE,Web,facebook,Sep,Aug,1,North America,North America
41,iPad,MALE,Web,facebook,Sep,Mar,3,Europe,North America
29,Mac Desktop,MALE,Web,basic,Sep,Nov,5,Europe,North America
35,Mac Desktop,MALE,Web,basic,Sep,Jan,0,Europe,North America
34,Windows Desktop,FEMALE,Web,basic,Sep,Feb,3,North America,North America
39,Mac Desktop,FEMALE,Web,basic,Sep,Jul,0,North America,North America
64,Windows Desktop,MALE,Web,basic,Sep,Aug,3,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Sep,Dec,1,Europe,North America
33,Windows Desktop,MALE,Web,facebook,Sep,Dec,0,Australia,North America
32,Mac Desktop,FEMALE,Web,facebook,Sep,Aug,4,Europe,North America
37,Mac Desktop,MALE,Web,basic,Sep,Jul,2,Europe,North America
30,Desktop (Other),MALE,Web,facebook,Sep,Mar,1,Europe,Europe
28,Mac Desktop,FEMALE,Web,basic,Sep,Nov,3,North America,North America
60,Windows Desktop,MALE,Web,basic,Sep,Jan,2,North America,North America
28,Mac Desktop,MALE,Web,facebook,Sep,Mar,2,Europe,North America
36,Mac Desktop,FEMALE,Web,basic,Sep,Mar,2,North America,North America
25,Windows Desktop,FEMALE,Web,facebook,Sep,Aug,5,Europe,North America
48,Mac Desktop,MALE,Web,facebook,Sep,Feb,0,North America,Europe
32,Windows Desktop,MALE,Web,facebook,Sep,May,5,North America,North America
36,Windows Desktop,MALE,Web,basic,Sep,Jan,1,North America,North America
34,iPhone,MALE,Web,basic,Sep,Dec,3,North America,Europe
48,Windows Desktop,FEMALE,Web,basic,Sep,Jul,3,Europe,North America
